NAME,BRANCH,ADDRESS_EN,ADDRESS_TH,INDUSTRY,PHONE,FAX,WEB_SITE,GROUP_OF_COMPANY
"Property Care Services (Thailand) Co., Ltd.",(Head Office),"234 Soi Sukhumvit 101 (Punnavithi) Sukhumvit Rd., Bangchak Prakanong, Bangkok 10260 Thailand",,Services,02 7418800-10,,www.pcs.co.th,
"Property Care Services (Thailand) Co., Ltd.",(Head Office),"234 Soi Sukhumvit 101 (Punnavithi) Sukhumvit Rd., Bangchak Prakanong, Bangkok 10260 Thailand",,Services,02 7418800-10,,www.pcs.co.th,
"Property Care Services (Thailand) Co., Ltd.",(Head Office),"234 Soi Sukhumvit 101 (Punnavithi) Sukhumvit Rd., Bangchak Prakanong, Bangkok 10260 Thailand",,Services,02 7418800-10,,www.pcs.co.th,
"Property Care Services (Thailand) Co., Ltd.",(Head Office),"234 Soi Sukhumvit 101 (Punnavithi) Sukhumvit Rd., Bangchak Prakanong, Bangkok 10260 Thailand",,Services,02 7418800-10,,www.pcs.co.th,
"Property Care Services (Thailand) Co., Ltd.",(Head Office),"234 Soi Sukhumvit 101 (Punnavithi) Sukhumvit Rd., Bangchak Prakanong, Bangkok 10260 Thailand",,Services,02 7418800-10,,www.pcs.co.th,
"Property Care Services (Thailand) Co., Ltd.",(Head Office),"234 Soi Sukhumvit 101 (Punnavithi) Sukhumvit Rd., Bangchak Prakanong, Bangkok 10260 Thailand",,Services,02 7418800-10,,www.pcs.co.th,
"ProSoft Co., Ltd.",,"Pro-Line Building 468 Ratchadapisek Rd., Samsen-Nok, Huay-Kwang, Bangkok 10310 Thailand",,IT Solution,02 5414500-7,02 5414500,www.proline.co.th,
"ProSoft Co., Ltd.",,"Pro-Line Building 468 Ratchadapisek Rd., Samsen-Nok, Huay-Kwang, Bangkok 10310, Thailand",,IT Solution,02 5414500-7,02 5414500,www.proline.co.th,
"ProSoft Co., Ltd.",,"Pro-Line Building 468 Ratchadapisek Rd., Samsen-Nok, Huay-Kwang, Bangkok 10310 Thailand",,IT Solution,02 5414500-7,02 5414500,www.proline.co.th,
"ProSoft Co., Ltd.",,"Pro-Line Building 468 Ratchadapisek Rd., Samsen-Nok, Huay-Kwang, Bangkok 10310, Thailand",,IT Solution,02 5414500-7,02 5414500,www.proline.co.th,
"ProSoft Co., Ltd.",,"Pro-Line Building 468 Ratchadapisek Rd., Samsen-Nok, Huay-Kwang, Bangkok 10310 Thailand",,IT Solution,02 5414500-7,02 5414500,www.proline.co.th,
"ProSoft Co., Ltd.",,"Pro-Line Building 468 Ratchadapisek Rd., Samsen-Nok, Huay-Kwang, Bangkok 10310, Thailand",,IT Solution,02 5414500-7,02 5414500,www.proline.co.th,
"PTT Aromatics And Refining Public Co., Ltd.",,,,"Chemical, Petrochemical, Petroleum, Oil & Gas",,,,
"PTT Aromatics And Refining Public Co., Ltd.",,,,"Chemical, Petrochemical, Petroleum, Oil & Gas",,,,
"PTT Asahi Chemical Co., Ltd.",,"555/1 Energy Complex, Building A, 8th Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 7912400,,http://www.pttgroup.com/en/Company/Pages/pttac.aspx,
"PTT Asahi Chemical Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 8th Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 7912400,,http://www.pttgroup.com/en/Company/Pages/pttac.aspx,PTTGC Group
"PTT Asahi Chemical Co., Ltd.",,"555/1 Energy Complex, Building A, 8th Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 7912400,,http://www.pttgroup.com/en/Company/Pages/pttac.aspx,
"PTT Asahi Chemical Co., Ltd.",,"8 Phangmuang Chapoh 3-1 Rd., Huaypong, Muang, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 974819,038 974801,www.pttac.com,
"PTT Asahi Chemical Co., Ltd.",(Rayong Site),"8 Phangmuang Chapoh 3-1 Rd., Huaypong, Muang, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 974819,038 974801,www.pttac.com,PTTGC Group
"PTT Energy Solutions Co., Ltd.",(Rayong Office),"8. I-8 Rd., Map Ta Phut Industrial Estate, Map Ta Phut, Muang District, Rayong 21150",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 978300,038 978333,http://www.pttes.com/web/index.php?option=com_content&view=article&id=2&Itemid=15,PTT Group
"PTT Energy Solutions Co., Ltd.",(Rayong Office),"8. I-8 Rd., Map Ta Phut Industrial Estate, Map Ta Phut, Muang District, Rayong 21150",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 978300,038 978333,http://www.pttes.com/web/index.php?option=com_content&view=article&id=2&Itemid=15,PTT Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374444,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5377674-5,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"Energy Complex, Building A Floors 6, 19-36, 555/1 vibhavadi Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374924,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374444,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5377674-5,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374444,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374038,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374044,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5377674-5,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,(662) 5374444,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5375174,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5375174,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5375174,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5375174,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5374000,02 5374859,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Head Office),"555/1, Energy Complex Building A, 6, 19-36 Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900",,Energy,02 5374000,02 5377674-5,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Kamphaengsaen Site),"Tung luknok, Kamphaengsaen, Nakornpathom 73140",,Energy,,,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Kamphaengsaen Site),"Tung luknok, Kamphaengsaen, Nakornpathom 73140",,Energy,,,www.pttep.com,PTTEP Group
"PTT Exploration and Production Public Co., Ltd.",(Kamphaengsaen Site),"Tung luknok, Kamphaengsaen, Nakornpathom 73140",,Energy,,,www.pttep.com,PTTEP Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14th-18th Fl., Vibhavadi Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 2658400,,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14-18th Fl., Vibhavadi, Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 2658400,,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14-18th Fl., Vibhavadi, Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 2658400,,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(I 8 Refinery),"8, I-8 Road, Map Ta Phut Industrial Estate, Map Ta Phut, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 971000,038 994111,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(I 8 Refinery),"8, I-8 Road, Map Ta Phut Industrial Estate, Map Ta Phut, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 971000,038 994111,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14-18th Fl., Vibhavadi, Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,,,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Noenphra Site),"59, Ratniyom Rd., Noenphra, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Noenphra Site),"59, Ratniyom Rd., Noenphra, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Noenphra Site),"59, Ratniyom Rd., Noenphra, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14-18th Fl., Vibhavadi, Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14-18th Fl., Vibhavadi, Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14th-18th Floor, Vibhavadi Rangsit Road, Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",,"14, I-1 Rd., Map Ta Put Industrial Estate, Muang, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14-18th Fl., Vibhavadi, Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,6638 994994,http://www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14-18th Fl., Vibhavadi, Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14-18th Fl., Vibhavadi, Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,,http://www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Noenphra Site),"59, Ratniyom Rd., Noenphra, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",,"14, I-1 Rd., Map Ta Put Industrial Estate, Muang, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Noenphra Site),"59, Ratniyom Rd., Noenphra, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Noenphra Site),"59, Ratniyom Rd., Noenphra, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Noenphra Site),"59, Ratniyom Rd., Noenphra, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Noenphra Site),"59, Ratniyom Rd., Noenphra, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Noenphra Site),"59, Ratniyom Rd., Noenphra, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Noenphra Site),"59, Ratniyom Rd., Noenphra, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Noenphra Site),"59, Ratniyom Rd., Noenphra, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Noenphra Site),"59, Ratniyom Rd., Noenphra, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14-18th Fl., Vibhavadi, Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14-18th Fl., Vibhavadi, Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14-18th Fl., Vibhavadi, Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,,,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14-18th Fl., Vibhavadi, Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Head Office),"555/1 Energy Complex, Building A, 14-18th Fl., Vibhavadi, Rangsit Rd., Chatuchak, Chatuchak, Bangkok 10900 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Noenphra Site),"59, Ratniyom Rd., Noenphra, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Global Chemical Public Co., Ltd.",(Noenphra Site),"59, Ratniyom Rd., Noenphra, Mueang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 994000,038 994448,www.pttgcgroup.com,PTT GC Group
"PTT Green Energy (Thailand) Co., Ltd.",,"1010 Shinawatra Tower 3, 10th Fl., Podiun Zone, Vibhavadi Rangsit Rd., Chatachak, Bangkok 10900, Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5377399,,,
"PTT Green Energy (Thailand) Co., Ltd.",,"1010 Shinawatra Tower 3, 10th Fl., Podiun Zone, Vibhavadi Rangsit Rd., Chatachak, Bangkok 10900, Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 5377399,,,
"PTT ICT Solution Co., Ltd.",,"555/1 Energy complex A, 4th Fl., Viphavadi Rungsit rd, Chatuchak, Bangkok 10900",,Information Technology,"02 1402000, 02 1402700, 02 1402800",,www.pttict.com,
"PTT ICT Solution Co., Ltd.",,"555/1 Energy complex A, 4th Fl., Viphavadi Rungsit rd, Chatuchak, Bangkok 10900",,Information Technology,"02 1402000, 02 1402700, 02 1402800",,www.pttict.com,
"PTT ICT Solution Co., Ltd.",,"555/1 Energy complex A, 4th Fl., Viphavadi Rungsit rd, Chatuchak, Bangkok 10900",,IT Solution,"02 1402800, 02 1402700, 02 1402000",02 1402499 ,www.pttict.com,
"PTT International Co., Ltd.",,"555/2 Energy Complex, Building B, 5th Fl., Vibhavadi Rangsit Rd., Chatuchak, Bangkok 10900, Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 1404800,,,
"PTT Maintenance and Engineering Co., Ltd.",,"14 I-1 Rd., Tambon Map Ta Phut, Amphoe Muang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",02 2658400,,,
"PTT Maintenance and Engineering Co., Ltd.",,"14 I-1 Rd., Tambon Map Ta Phut, Amphoe Muang Rayong, Rayong 21150 Thailand",,"Chemical, Petrochemical, Petroleum, Oil & Gas",038 977600,038 977900,www.pttme.co.th,
